title,console,genre,publisher,developer
Toy Story 2: Buzz Lightyear to the Rescue!,PS,Platform,Activision,Traveller's Tales
Cabela's Big Game Hunter 2010,Wii,Sports,Activision,Cauldron
Ben 10: Protector of Earth,DS,Action,D3 Publisher,1st Playable Productions
NCAA Football 07,PS2,Sports,Electronic Arts,EA Sports
LEGO Batman 2: DC Super Heroes,X360,Action-Adventure,Warner Bros. Interactive Entertainment,Traveller's Tales
Saints Row IV,X360,Action,Deep Silver,Volition Inc.
Star Wars Battlefront: Renegade Squadron,PSP,Shooter,LucasArts,Rebellion Developments
World Championship Poker: Featuring Howard Lederer - All In,PS2,Misc,Crave Entertainment,Point of View
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,Platform,THQ,Heavy Iron Studios
NCAA Football 2004,PS2,Sports,Electronic Arts,EA Tiburon
"Monsters, Inc.",GBA,Adventure,THQ,Artificial Mind and Movement
Spy Hunter,PS2,Racing,Midway Games,Paradigm Entertainment
SSX 3,PS2,Sports,EA Sports BIG,EA Canada
Madden NFL 2001,PS,Sports,EA Sports,EA Sports
Fight Night Round 3,PS3,Fighting,EA Sports,EA Chicago
Disney Infinity,Wii,Misc,Disney Interactive Studios,Unknown
SSX,PS2,Sports,EA Sports BIG,EA Canada
NBA Ballers,PS2,Sports,Midway Games,Midway
NBA Live 2003,PS2,Sports,EA Sports,EA Canada
Need for Speed Carbon,X360,Racing,Electronic Arts,EA Black Box
Ms. Pac-Man,2600,Puzzle,Atari,General Entertainment
Prince of Persia: Warrior Within,PS2,Adventure,Ubisoft,Ubisoft Montreal
Tiger Woods PGA Tour 2003,PS2,Sports,EA Sports,EA Redwood Shores
Tom Clancy's Rainbow Six,PS,Shooter,Red Storm Entertainment,Rebellion Developments
Army of Two,X360,Shooter,Electronic Arts,EA Montreal
Persona 5,PS4,Role-Playing,Atlus,Atlus
Dig Dug,2600,Puzzle,Atari,Atari
Tiger Woods PGA Tour 2004,PS2,Sports,EA Sports,EA Redwood Shores
NCAA Football 2005,PS2,Sports,EA Sports,EA Tiburon
Sled Storm,PS,Racing,Electronic Arts,EA Canada
NFL Street 2,PS2,Sports,EA Sports BIG,EA Tiburon
SpongeBob's Atlantis SquarePantis,DS,Adventure,THQ,Altron
Wolfenstein: The New Order,PS4,Shooter,Bethesda Softworks,MachineGames
Midnight Club 3: DUB Edition (America/Others Sales),PS2,Racing,Rockstar Games,Rockstar San Diego
Rage,X360,Shooter,Bethesda Softworks,id Software
River Raid,2600,Shooter,Activision,Activision
Mario Bros.,2600,Platform,Atari,Atari
Soul Blade,PS,Fighting,Namco,Namco
NASCAR 2000,PS,Racing,EA Sports,Stormfront Studios
Far Cry 2,X360,Shooter,Ubisoft,Ubisoft Montreal
Sonic Generations,PS3,Platform,Sega,Sonic Team
ESPN NBA 2K5,PS2,Sports,Sega,Visual Concepts
Devil May Cry 4,PS3,Action,Capcom,Capcom
LEGO Pirates of the Caribbean: The Video Game,Wii,Action,Disney Interactive Studios,Traveller's Tales
Conflict: Desert Storm,PS2,Shooter,Gotham Games,Pivotal Games
Twisted Metal,PS,Action,Sony Computer Entertainment,SingleTrac
Smuggler's Run,PS2,Racing,Rockstar Games,Rockstar San Diego
MySims Kingdom,DS,Simulation,Electronic Arts,EA Redwood Shores
Mafia II,X360,Action,2K Games,Illusion Softworks
Tom Clancy's Rainbow Six 3,XB,Shooter,Ubisoft,Ubisoft Montreal / Red Storm Entertainment
Guitar Hero 5,Wii,Misc,Activision,Vicarious Visions
Stuntman,PS2,Racing,Atari,Reflections Interactive
Die Hard Trilogy,PS,Shooter,Fox Interactive,Probe Entertainment Limited
Dark Cloud,PS2,Role-Playing,Sony Computer Entertainment,Level 5
Go Vacation,Wii,Misc,Namco Bandai,Namco Bandai Games
MVP Baseball 2005,PS2,Sports,EA Sports,EA Canada
Mortal Kombat 3,SNES,Fighting,Williams Entertainment,Sculptured Software
NFL GameDay 99,PS,Sports,989 Studios,Red Line Studios
Pro Evolution Soccer 2013,PS3,Sports,Konami Digital Entertainment,Konami
Knockout Kings,PS,Fighting,EA Sports,Press Start Inc.
Fight Night Round 4,PS3,Fighting,EA Sports,EA Canada
Sonic Rivals 2,PSP,Racing,Sega,Backbone Entertainment
NASCAR 98,PS,Racing,EA Sports,Stormfront Studios
Forza Motorsport 7,XOne,Racing,Microsoft Studios,Turn 10 Studios
NASCAR 99,PS,Racing,EA Sports,Stormfront Studios
Xevious,NES,Shooter,Namco,Namco
Dead Space 2,X360,Shooter,Electronic Arts,Visceral Games
NBA Live 2000,PS,Sports,EA Sports,NuFX
The Simpsons Game,PS2,Platform,Electronic Arts,EA Redwood Shores
Star Wars: The Force Unleashed II,PS3,Action,LucasArts,LucasArts
Pac-Man World 2,PS2,Action,Namco,Namco
NBA Live 98,PS,Sports,EA Sports,EA Canada
Tomb Raider: Definitive Edition,PS4,Action-Adventure,Square Enix,Crystal Dynamics
Pac-Man World,PS,Action,Namco,Namco
SoulCalibur II,GC,Fighting,Namco,Namco
Red Faction II,PS2,Shooter,THQ,Volition Inc.
Rayman Legends,PS4,Platform,Ubisoft,Ubisoft Montpellier
NFL Blitz,PS,Sports,Midway Games,Midway Games
Metal Gear Rising: Revengeance,PS3,Action,Konami Digital Entertainment,PlatinumGames
Dead Rising 2,X360,Action,Capcom,Blue Castle Games
Mass Effect: Andromeda,PS4,Role-Playing,Electronic Arts,BioWare Corp.
Bratz: Forever Diamondz,DS,Adventure,THQ,Barking Lizards
Major League Baseball 2K5,PS2,Sports,2K Sports,Kush Games
Fight Night 2004,PS2,Fighting,EA Sports,EA Canada
Disney Sing It: Pop Hits,Wii,Misc,Disney Interactive Studios,Zoe Mode
007: Quantum of Solace,X360,Shooter,Activision,Treyarch
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,Action,Ubisoft,Ubisoft Shanghai
Tom Clancy's Ghost Recon: Future Soldier,X360,Shooter,Ubisoft,Ubisoft Paris
Midway Arcade Treasures,PS2,Misc,Midway Games,Digital Eclipse
Wall-E,DS,Platform,THQ,Heavy Iron Studios
Mortal Kombat 4,PS,Fighting,Midway Games,Eurocom Entertainment Software
Battlefield: Bad Company,X360,Shooter,Electronic Arts,EA Digital Illusions CE
Forza Horizon 2,XOne,Racing,Microsoft Studios,Playground Games
Homefront,X360,Shooter,THQ,Kaos Studios
Super Monkey Ball,GC,Puzzle,Sega,Amusement Vision
Donkey Kong,2600,Platform,Coleco,Nintendo
Red Dead Revolver,PS2,Shooter,Rockstar Games,Rockstar San Diego
Sonic & SEGA All-Stars Racing,Wii,Racing,Sega,Sumo Digital
Dragon Ball Z,SNES,Fighting,Bandai,TOSE
Sega Genesis Collection,PSP,Misc,Sega,Sega
Sonic Rivals,PSP,Racing,Sega,Backbone Entertainment
My Word Coach,DS,Misc,Ubisoft,Ubisoft Montreal
Tiger Woods PGA Tour 2005,PS2,Sports,EA Sports,EA Redwood Shores
NCAA Football 2003,PS2,Sports,EA Sports,EA Tiburon
South Park: The Fractured But Whole,PS4,Role-Playing,Ubisoft,Ubisoft San Francisco
Triple Play 2000,PS,Sports,EA Sports,Treyarch
Hasbro Family Game Night,Wii,Misc,Electronic Arts,EA Bright Light
Classic NES Series: Super Mario Bros.,GBA,Platform,Nintendo,Nintendo
Frogger 2: Swampy's Revenge,PS,Action,Hasbro Interactive,Blitz Games
Injustice: Gods Among Us,X360,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios
UFC Undisputed 2010,PS3,Fighting,THQ,Yuke's Future Media Creators
Medal of Honor: Warfighter,PS3,Shooter,Electronic Arts,Danger Close Games
Middle-Earth: Shadow of Mordor,XOne,Action,Warner Bros. Interactive Entertainment,Monolith Productions
NFL Street,PS2,Sports,EA Sports BIG,EA Tiburon
Rayman Raving Rabbids,Wii,Misc,Ubisoft,Ubisoft Montpellier
Cabela's Big Game Hunter,PS2,Sports,Activision,Sand Grain Studios
LEGO Indiana Jones 2: The Adventure Continues,Wii,Adventure,LucasArts,Traveller's Tales
NASCAR 2005: Chase for the Cup,PS2,Racing,EA Sports,EA Tiburon
Twisted Metal: Black,PS2,Racing,Sony Computer Entertainment,Incognito Inc.
Knockout Kings 2000,PS,Fighting,EA Sports,EA Sports
2Xtreme,PS,Sports,Sony Computer Entertainment,SCEA
Colin McRae Rally 3,PS2,Racing,Codemasters,Codemasters
Hannah Montana: Spotlight World Tour,Wii,Action,Disney Interactive Studios,Avalanche Software
Street Fighter V,PS4,Fighting,Capcom,Capcom
Bakugan: Battle Brawlers,DS,Action,Activision,MTO
The Sims 2,PSP,Simulation,Electronic Arts,Maxis
Deus Ex: Human Revolution,X360,Shooter,Square Enix,Eidos Montreal
Dave Mirra Freestyle BMX 2,PS2,Sports,Acclaim Entertainment,"Z-Axis, Ltd."
Crysis 2,X360,Shooter,Electronic Arts,Crytek
Star Wars Knights of the Old Republic II: The Sith Lords,XB,Role-Playing,LucasArts,Obsidian Entertainment
Metroid: Other M,Wii,Action,Nintendo,Nintendo SPD Production Group 1/Team Ninja
Crash Bandicoot 2: N-Tranced,GBA,Platform,Vivendi Games,Vicarious Visions
GoldenEye 007,Wii,Shooter,Activision,Eurocom Entertainment Software
Marvel vs. Capcom 3: Fate of Two Worlds,PS3,Fighting,Capcom,Capcom
Tom Clancy's Ghost Recon 2,XB,Shooter,Ubisoft,Red Storm Entertainment
Wolfenstein II: The New Colossus,PS4,Shooter,Bethesda Softworks,MachineGames
Centipede,2600,Shooter,Atari,Atari
Gradius,NES,Shooter,Konami,Konami
Dead to Rights,PS2,Shooter,Namco,Namco
SingStar Abba,PS2,Misc,Sony Computer Entertainment,SCEE London Studio
WWE '13,PS3,Sports,THQ,Unknown
Madden NFL 98,PS,Sports,EA Sports,EA Tiburon
Disney Princess: Enchanted Journey,Wii,Adventure,Disney Interactive Studios,Papaya Studios
F1 2010,PS3,Racing,Codemasters,Codemasters Birmingham
Max Payne 2: The Fall of Max Payne,PS2,Shooter,Rockstar Games,Remedy Entertainment
MVP Baseball 2004,PS2,Sports,Electronic Arts,EA Sports
Doom 3,XB,Shooter,Activision,Vicarious Visions
Test Drive,PS2,Racing,Atari,Pitbull Syndicate
Alan Wake,X360,Action,Microsoft Game Studios,Remedy Entertainment
Corvette,PS2,Racing,Global Star Software,Steel Monkeys
Grand Theft Auto: Chinatown Wars,DS,Adventure,Rockstar Games,Rockstar Leeds/North
Triple Play 2001,PS,Sports,EA Sports,Treyarch
WWE 2K18,PS4,Sports,2K Sports,Yuke's
Fallout 76,PS4,Role-Playing,Bethesda Softworks,Bethesda Game Studios
MAG: Massive Action Game,PS3,Shooter,Sony Computer Entertainment,Zipper Interactive
The LEGO Movie Videogame,X360,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion
Madden NFL 97,PS,Sports,EA Sports,EA Tiburon
NFL 2K3,PS2,Sports,Sega,Visual Concepts
Need for Speed Underground Rivals,PSP,Racing,Electronic Arts,Team Fusion
Fighting Force,PS,Action,Eidos Interactive,Core Design Ltd.
Pitfall II: Lost Caverns,2600,Platform,Activision,Activision
Turok: Evolution,PS2,Shooter,Acclaim Entertainment,Acclaim Studios Austin
TNN Motor Sports Hardcore 4x4,PS,Racing,ASC Games,Gremlin Interactive
Lego Star Wars: The Force Awakens,PS4,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion
Madagascar,PS2,Platform,Activision,Toys for Bob
[Prototype],X360,Action,Activision,Radical Entertainment
EA Sports UFC 2,PS4,Sports,EA Sports,EA Canada
Assassin's Creed: Rogue,PS3,Action,Ubisoft,Ubisoft Sofia
NBA Live 07,PS2,Sports,EA Sports,EA Canada
Test Drive 5,PS,Racing,Accolade,Pitbull Syndicate
High School Musical 3: Senior Year DANCE!,Wii,Misc,Disney Interactive Studios,Page 44 Studios
Dark Souls II,PS3,Role-Playing,Namco Bandai Games,From Software
EA Playground,Wii,Sports,Electronic Arts,EA Canada
WWE 2K16,PS4,Sports,Take-Two Interactive,Yuke's
Manhunt,PS2,Action,Rockstar Games,Rockstar North
Borderlands: The Handsome Collection,PS4,Shooter,2K Games,Gearbox Software
Project CARS,PS4,Racing,Bandai Namco Games,Slightly Mad Studios
Guitar Hero: Aerosmith,Wii,Misc,Activision,Vicarious Visions
Atlantis,2600,Shooter,Imagic,Imagic
NBA 2K9,X360,Sports,2K Sports,Visual Concepts
EA Sports Active 2,Wii,Sports,Electronic Arts,EA Vancouver
WWE '12,X360,Fighting,THQ,"Yuke's Co., Ltd."
Castlevania: Symphony of the Night,PS,Platform,Konami,Konami Computer Entertainment Tokyo
Battle Arena Toshinden,PS,Fighting,Sony Computer Entertainment,Tamsoft
Road Rash,PS,Racing,Electronic Arts,Advanced Technology Group
SOCOM: U.S. Navy SEALs Confrontation,PS3,Shooter,Sony Computer Entertainment,Slant Six Games
Brian Lara Cricket,PS,Sports,Codemasters,Codemasters
Rockstar Games presents Table Tennis,Wii,Sports,Rockstar Games,Rockstar San Diego
LEGO Harry Potter: Years 5-7,Wii,Action,Warner Bros. Interactive,Traveller's Tales
Assassin's Creed: Bloodlines,PSP,Action,Ubisoft,Griptonite Studio
Football Manager 2011,PC,Sports,Sega,Sports Interactive
Wheel of Fortune,PS,Misc,Hasbro Interactive,Artech Studios
Tomb Raider: Underworld,PS3,Adventure,Eidos Interactive,Crystal Dynamics
Lara Croft Tomb Raider: The Angel of Darkness,PS2,Action,Eidos Interactive,Core Design Ltd.
NBA Live 2001,PS,Sports,EA Sports,EA Canada
Cars 2,DS,Racing,Disney Interactive Studios,Avalanche Software
Black,PS2,Shooter,Electronic Arts,Criterion Games
Ratatouille,DS,Platform,THQ,Helixe
Reel Fishing,PS,Sports,Natsume,Pack-In Video
Combat,2600,Action,Atari,Atari
FIFA Street (2012),PS3,Sports,EA Sports,EA Canada
Oddworld: Abe's Oddysee,PS,Platform,GT Interactive,Oddworld Inhabitants
WWE SmackDown vs. Raw 2009,PS2,Sports,THQ,Yuke's Media Creations
LEGO The Lord of the Rings,X360,Misc,Warner Bros. Interactive Entertainment,Unknown
Baldur's Gate: Dark Alliance,PS2,Role-Playing,VU Games,Snowblind Studios
2010 FIFA World Cup South Africa,PS3,Sports,EA Sports,EA Canada
Driv3r,PS2,Racing,Atari,Reflections Interactive
Castlevania,NES,Platform,Konami,Konami
Vigilante 8,PS,Racing,Activision,"Luxoflux, Inc."
WWE 2K17,PS4,Sports,2K Games,Yuke's
WCW Mayhem,PS,Fighting,Electronic Arts,Kodiak Interactive
NBA Live 99,PS,Sports,EA Sports,NuFX
NASCAR Thunder 2003,PS2,Racing,EA Sports,EA Tiburon
NBA 2K2,PS2,Sports,Sega,Visual Concepts
Pac-Man,NES,Puzzle,Namco,Namco
Cars,PSP,Racing,THQ,Locomotive Games
Test Drive 4,PS,Racing,Accolade,Pitbull Syndicate
The Sims 2: Castaway,Wii,Simulation,Electronic Arts,Maxis
Fuzion Frenzy,XB,Misc,Microsoft,Blitz Games
Bayonetta,PS3,Action,Sega,PlatinumGames
Medal of Honor: Airborne,PS3,Shooter,Electronic Arts,EA Los Angeles
Guitar Hero Live,PS4,Music,Activision,FreeStyleGames
Star Wars Episode 1: Jedi Power Battles,PS,Action,LucasArts,LucasArts
The Lord of the Rings: The Fellowship of the Ring,PS2,Action,Black Label Games,Surreal Software
F1 2011,PS3,Racing,Codemasters,Codemasters Birmingham
Ganbare Goemon! Karakuri Douchuu,NES,Platform,Konami,Konami
Metal Gear Solid V: Ground Zeroes,PS4,Action-Adventure,Konami Digital Entertainment,Kojima Productions
TwinBee,NES,Shooter,Konami,Konami
NHL 2002,PS2,Sports,EA Sports,EA Canada
WWE 2K14,PS3,Fighting,2K Sports,Yuke's
Mad Max (2013),PS4,Action,Warner Bros. Interactive Entertainment,Avalanche Studios
Shadow of the Colossus,PS4,Action-Adventure,Sony Interactive Entertainment,Bluepoint Games
Minecraft: Story Mode,X360,Adventure,Mojang,Telltale Games
Mario & Sonic at the London 2012 Olympic Games,3DS,Sports,Sega,Sega
SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,Action,THQ,Vicarious Visions
Disney Sing It,Wii,Misc,Disney Interactive Studios,Zoe Mode
Nuclear Strike,PS,Simulation,Electronic Arts,Electronic Arts
Scarface: The World is Yours,PS2,Adventure,Sierra Entertainment,Radical Entertainment
Metal Gear Solid: Portable Ops,PSP,Action,Konami,Kojima Productions
Resident Evil: Operation Raccoon City,PS3,Shooter,Capcom,Slant Six Games
Pole Position,2600,Racing,Atari,Atari
LEGO Dimensions,PS4,Action,Warner Bros. Interactive Entertainment,Traveller's Tales
LEGO Jurassic World,PS4,Action,Warner Bros. Interactive Entertainment,Traveller's Tales
Red Dead Redemption: Undead Nightmare,PS3,Action,Rockstar Games,Rockstar San Diego
WWE SmackDown vs. Raw 2010,PS3,Fighting,THQ,JAKKS Pacific
Soviet Strike,PS,Simulation,Electronic Arts,EA Tiburon
Ty the Tasmanian Tiger,PS2,Platform,Electronic Arts,Krome Studios
Mission: Impossible,N64,Action,Ocean,Infogrames
Gun,PS2,Shooter,Activision,Neversoft Entertainment
Cabela's Dangerous Hunts,PS2,Sports,Activision,Sand Grain Studios
Medal of Honor Heroes 2,PSP,Shooter,Electronic Arts,Team Fusion
Sega Rally Championship,SAT,Racing,Sega,Sega-AM3
Sniper: Ghost Warrior,X360,Shooter,City Interactive,City Interactive
NASCAR Thunder 2002,PS2,Racing,EA Sports,EA Tiburon
Midnight Club 3: DUB Edition Remix,PS2,Racing,Rockstar Games,Rockstar San Diego
WWE 2K15,PS4,Sports,2K Sports,Visual Concepts
Tom Clancy's Ghost Recon: Jungle Storm,PS2,Shooter,Ubisoft,Red Storm Entertainment
Mirror's Edge,X360,Platform,Electronic Arts,EA Digital Illusions CE
Sunset Overdrive,XOne,Action,Microsoft Studios,Insomniac Games
Kaboom!,2600,Action,Activision,Activision
Doraemon,NES,Action,Hudson Soft,Hudson Soft
Gauntlet: Dark Legacy,PS2,Action,Midway Games,Midway Games West
Tak and the Power of Juju,PS2,Platform,THQ,Avalanche Software
Bad Boys: Miami Takedown,PS2,Shooter,Crave Entertainment,Blitz Games
Dragon Quest VIII: Journey of the Cursed King,3DS,Role-Playing,Nintendo,Level 5 / Armor Project
South Park,N64,Shooter,Acclaim Entertainment,Iguana Entertainment
LEGO Worlds,PS4,Misc,Warner Bros. Interactive Entertainment,Traveller's Tales
Grand Theft Auto: The Trilogy,PS2,Adventure,Rockstar Games,Rockstar North
Brave Fencer Musashi,PS,Role-Playing,Square,SquareSoft
NCAA Football 14,X360,Sports,EA Sports,EA Tiburon
Rocksmith,PS3,Misc,Ubisoft,Ubisoft
Rabbids Go Home,Wii,Adventure,Ubisoft,Ubisoft Montpellier
Fight Night Champion,PS3,Fighting,EA Sports,EA Canada
ModNation Racers,PS3,Racing,Sony Computer Entertainment,United Front Games
Plants vs Zombies: Garden Warfare,X360,Shooter,Electronic Arts,PopCap Games
Supercar Street Challenge,PS2,Racing,Activision,EXAKT Entertainment
Crackdown 2,X360,Shooter,Microsoft Game Studios,Ruffian Games
Dragon Age II,X360,Role-Playing,Electronic Arts,BioWare Corp.
Moon Patrol,2600,Shooter,Atari,Atari
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,Shooter,Sony Computer Entertainment,Zipper Interactive
Transformers: The Game,PS2,Action,Activision,Traveller's Tales
Disney Infinity 2.0: Marvel Super Heroes,X360,Action-Adventure,Disney Interactive Studios,Avalanche Software
Metal Gear Solid HD Collection,PS3,Action,Konami Digital Entertainment,Bluepoint Games
NCAA Football 13,X360,Sports,EA Sports,EA Tiburon
Just Dance 2016,Wii,Music,Ubisoft,Ubisoft Paris
Castlevania: Lords of Shadow,PS3,Action,Konami,Mercury Steam
Tom Clancy's Splinter Cell: Chaos Theory,XB,Action,Ubisoft,Ubisoft Montreal
LEGO Marvel Super Heroes 2,PS4,Action,Warner Bros. Interactive Entertainment,Traveller's Tales
Plants vs. Zombies,DS,Strategy,PopCap Games,PopCap Games
EA Sports UFC,PS4,Fighting,Electronic Arts,EA Canada
NBA Jam Tournament Edition,GEN,Sports,Acclaim Entertainment,Iguana Entertainment
Lode Runner,NES,Puzzle,Broderbund,Hudson Soft
Petz Dogz 2,DS,Simulation,Ubisoft,Yuke's Media Creations
Megamania,2600,Shooter,Activision,Activision
Jungle Hunt,2600,Platform,Atari,Atari
Triple Play 98,PS,Sports,EA Sports,EA Sports
GRID,PS3,Racing,Codemasters,Codemasters
Bully: Scholarship Edition,X360,Action,Rockstar Games,Rockstar Vancouver/Mad Doc Software
The Godfather,PS2,Action,Electronic Arts,Headgate
DJ Hero,X360,Misc,Activision,FreeStyleGames
WWE SmackDown vs. Raw 2011,PS3,Fighting,THQ,JAKKS Pacific
Namco Museum Battle Collection,PSP,Misc,Namco,Namco Tales Studio
Lightning Returns: Final Fantasy XIII,PS3,Misc,Square Enix,Unknown
Skate 2,X360,Sports,Electronic Arts,EA Black Box
NFL Blitz 2000,PS,Sports,Midway Games,Midway Games
Alien: Isolation,PS4,Adventure,Sega,Creative Assembly
Star Wars: Bounty Hunter,PS2,Shooter,LucasArts,LucasArts
Untold Legends: Brotherhood of the Blade,PSP,Role-Playing,Sony Online Entertainment,Sony Online Entertainment
NASCAR Thunder 2004,PS2,Racing,EA Sports,EA Tiburon
Dante's Inferno,PS3,Action,Electronic Arts,Visceral Games
Disney's Lilo & Stitch,GBA,Action,Disney Interactive Studios,Digital Eclipse
Ready 2 Rumble Boxing,PS,Sports,Midway Games,Point of View
Joust,2600,Platform,Atari,Atari
Virtua Fighter 5,PS3,Fighting,Sega,Sega-AM2
Pro Evolution Soccer 2014,PS3,Sports,Konami Digital Entertainment,Konami
NHL 99,PS,Sports,EA Sports,EA Canada
MySims Agents,DS,Adventure,Electronic Arts,EA Redwood Shores
Naruto: Ultimate Ninja Storm,PS3,Fighting,Namco Bandai,CyberConnect2
Virtua Fighter,SAT,Fighting,Sega,Sega-AM2
The Biggest Loser,Wii,Sports,THQ,Blitz Games
Tiger Woods PGA Tour 10,Wii,Sports,EA Sports,EA Tiburon
Hot Wheels Turbo Racing,PS,Racing,Electronic Arts,Stormfront Studios
Prince of Persia,PS3,Adventure,Ubisoft,Ubisoft Montreal
Mercenaries 2: World in Flames,X360,Shooter,Electronic Arts,Pandemic Studios
Warhawk,PS3,Shooter,Sony Computer Entertainment,Incognito Entertainment
Mortal Kombat: Armageddon,PS2,Fighting,Midway Games,Midway Games
Aliens vs Predator,X360,Shooter,Sega,Rebellion Developments
NBA Street V3,PS2,Sports,EA Sports BIG,EA Canada
Football Manager 2013,PC,Sports,Sega,Sports Interactive
NCAA Football 99,PS,Sports,EA Sports,EA Tiburon
Darksiders,X360,Action,THQ,Vigil Games
Freekstyle,PS2,Racing,EA Sports BIG,Page 44 Studios
DiRT 3,PS3,Racing,Codemasters,Codemasters
Hulk,PS2,Action,Universal Interactive,Radical Entertainment
Lego Marvel Super Heroes: Universe in Peril,3DS,Action,Warner Bros. Interactive Entertainment,TT Fusion
NBA 2K3,PS2,Sports,Sega,Visual Concepts
Adventure Island,NES,Platform,Hudson Soft,Hudson Soft / West One
Forza Motorsport,XB,Racing,Microsoft Game Studios,Turn 10 Studios
Rocksmith 2014,PS3,Music,Ubisoft,Ubisoft San Francisco
DiRT,PS3,Racing,Codemasters,Codemasters
Dave Mirra Freestyle BMX,PS,Sports,Acclaim Entertainment,"Z-Axis, Ltd."
The Evil Within 2,PS4,Action,Bethesda Softworks,Tango Gameworks
Disney Universe,Wii,Action,Disney Interactive Studios,Disney Interactive Studios
